card_name,in_perc_of_decks,avg_copies,deck_winrate,times_played,url,CLASS,RARITY,CARDTYPE,COLLECTIBLE,ELITE,COST,HEALTH,ATK,BATTLECRY,HAS_DIAMOND_QUALITY,MAX_SIDEBOARD_CARDS,DISCOVER,DECK_RULE_MOD_DECK_SIZE,MANATHIRST,TAG_SCRIPT_DATA_NUM_1,ENCHANTMENT_BIRTH_VISUAL,ENCHANTMENT_IDLE_VISUAL,CARDRACE,FACTION,TAUNT,AttackVisualType,TITAN,DONT_PICK_FROM_SUBSETS,AFFECTED_BY_HEALING_DOES_DAMAGE,COUNTER,USE_DISCOVER_VISUALS,AURA,DEATHRATTLE,FREEZE,DECK_ACTION_COST,FORGE,COLLECTION_RELATED_CARD_DATABASE_ID,FORGES_INTO,TRIGGER_VISUAL,MINI_SET,DIVINE_SHIELD,TECH_LEVEL,IS_BACON_POOL_MINION,CHARGE,HAS_SIGNATURE_QUALITY,MULTI_CLASS_GROUP,MULTIPLE_CLASSES,COMBO,COST_UNHOLY,CANT_BE_DAMAGED,OVERLOAD,REBORN,RUSH,DREDGE,SPELLPOWER,KABAL,CORPSE,SECRET,ADJACENT_BUFF,WHELP,BONUSEFFECTS,MAGNETIC,ENTITY_TAG_THRESHOLD_TAG_ID,ENTITY_TAG_THRESHOLD_VALUE,FROZEN,WINDFURY,FAST_BATTLECRY,OUTCAST,COST_FROST,POISONOUS,DevState,IMP,TOPDECK,FINALE,QUEST,LIFESTEAL,JADE_GOLEM,JADE_LOTUS,OVERKILL,CARD_COSTS_HEALTH,CHOOSE_ONE,INFUSE,TAG_SCRIPT_DATA_NUM_2,COST_BLOOD,COLOSSAL,TRANSFORMED_FROM_CARD_VISUAL_TYPE,START_OF_GAME,DISPLAY_CARD_ON_MOUSEOVER,COLOSSAL_LIMB_ON_LEFT,STEALTH,TRADEABLE,COLLECTIONMANAGER_FILTER_MANA_EVEN,SILENCE,FRENZY,EMPOWER,SPELLBURST,CORRUPT,RITUAL,EVILZUG,DORMANT,DECK_RULE_COUNT_AS_COPY_OF_CARD_ID,DEATH_KNIGHT,PLAYER_TAG_THRESHOLD_TAG_ID,PLAYER_TAG_THRESHOLD_VALUE,ADAPT,HEROPOWER_DAMAGE,DISCARD_CARDS,INSPIRE,ECHO,HONORABLEKILL,ENRAGED,RECRUIT,GRIMY_GOONS,MAGNETIC_TO_RACE,OVERHEAL,MULTIPLY_BUFF_VALUE,TARGETING_ARROW_TYPE,IMMUNE_WHILE_ATTACKING,CORRUPTEDCARD,VOODOO_LINK,COLLECTIONMANAGER_FILTER_MANA_ODD,SPARE_PART,EXTRA_DEATHRATTLES_BASE,SPELLPOWER_FIRE,DURABILITY,SPELLPOWER_NATURE,MEGA_WINDFURY,CASTSWHENDRAWN,FORGETFUL,FINISH_ATTACK_SPELL_ON_DAMAGE
Bonechewer Brawler,0.07%,1.8,41.00%,100,https://hearthstone.fandom.com//wiki/Bonechewer_Brawler,12.0,1.0,4.0,1.0,,2.0,3.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient of War,0.08%,1.6,42.20%,100,https://hearthstone.fandom.com//wiki/Ancient_of_War,2.0,4.0,4.0,1.0,0.0,7.0,5.0,5.0,,,,,,,,0.0,0.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altruis the Outcast,0.10%,1,48.10%,100,https://hearthstone.fandom.com//wiki/Altruis_the_Outcast,14.0,5.0,4.0,1.0,1.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Relentless Worg,0.07%,1.5,46.70%,100,https://hearthstone.fandom.com//wiki/Relentless_Worg,12.0,1.0,4.0,1.0,,3.0,4.0,2.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reckless Diretroll,0.08%,1.6,48.00%,100,https://hearthstone.fandom.com//wiki/Reckless_Diretroll,9.0,1.0,4.0,1.0,0.0,3.0,6.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Imprisoned Satyr,0.08%,1.3,51.90%,100,https://hearthstone.fandom.com//wiki/Imprisoned_Satyr,2.0,1.0,4.0,1.0,,3.0,3.0,3.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrison Jones,0.20%,1,55.40%,100,https://hearthstone.fandom.com//wiki/Harrison_Jones,12.0,5.0,4.0,1.0,1.0,5.0,4.0,5.0,1.0,,,,,,,0.0,0.0,,3.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grimestreet Outfitter,0.05%,1.9,54.90%,100,https://hearthstone.fandom.com//wiki/Grimestreet_Outfitter,5.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldshire Footman,0.09%,1.2,44.40%,100,https://hearthstone.fandom.com//wiki/Goldshire_Footman,12.0,2.0,4.0,1.0,0.0,1.0,2.0,1.0,,,,,,,,0.0,0.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brutal Annihilan,0.20%,1.6,45.70%,100,https://hearthstone.fandom.com//wiki/Brutal_Annihilan,14.0,4.0,4.0,1.0,,9.0,9.0,9.0,,,,,,,,,,15.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refreshment Vendor,0.09%,1,45.60%,100,https://hearthstone.fandom.com//wiki/Refreshment_Vendor,12.0,1.0,4.0,1.0,0.0,4.0,5.0,3.0,1.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightforged Crusader,0.20%,1.1,51.20%,100,https://hearthstone.fandom.com//wiki/Lightforged_Crusader,5.0,4.0,4.0,1.0,,7.0,7.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandersmosh,0.30%,1,63.00%,100,https://hearthstone.fandom.com//wiki/Bandersmosh,8.0,5.0,4.0,1.0,1.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyline Manipulator,0.10%,1.6,52.10%,100,https://hearthstone.fandom.com//wiki/Leyline_Manipulator,4.0,3.0,4.0,1.0,0.0,4.0,5.0,4.0,1.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chillblade Champion,0.10%,1.6,51.50%,100,https://hearthstone.fandom.com//wiki/Chillblade_Champion,5.0,1.0,4.0,1.0,0.0,4.0,2.0,3.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobalt Scalebane,0.20%,1.4,54.60%,100,https://hearthstone.fandom.com//wiki/Cobalt_Scalebane,12.0,1.0,4.0,1.0,0.0,5.0,5.0,5.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,1.0,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chief Inspector,0.20%,1,49.40%,100,https://hearthstone.fandom.com//wiki/Chief_Inspector,12.0,3.0,4.0,1.0,0.0,5.0,6.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazen Zealot,0.09%,1.3,54.90%,100,https://hearthstone.fandom.com//wiki/Brazen_Zealot,5.0,3.0,4.0,1.0,0.0,1.0,1.0,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thorim, Stormlord",0.10%,1,51.70%,100,"https://hearthstone.fandom.com//wiki/Thorim,_Stormlord",8.0,5.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shambling Chow,0.06%,1.8,48.60%,100,https://hearthstone.fandom.com//wiki/Shambling_Chow,14.0,1.0,4.0,1.0,,1.0,3.0,2.0,,,,,,,,,,11.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozumat,0.70%,1,34.60%,100,https://hearthstone.fandom.com//wiki/Ozumat,12.0,5.0,4.0,1.0,1.0,8.0,5.0,6.0,,,,,,,,,,20.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,75581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omega Devastator,0.07%,1.7,51.20%,100,https://hearthstone.fandom.com//wiki/Omega_Devastator,10.0,4.0,4.0,1.0,0.0,4.0,5.0,4.0,1.0,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nobleman,0.07%,1.4,39.20%,100,https://hearthstone.fandom.com//wiki/Nobleman,12.0,4.0,4.0,1.0,,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hullbreaker,0.10%,1.4,44.20%,100,https://hearthstone.fandom.com//wiki/Hullbreaker,9.0,3.0,4.0,1.0,,4.0,3.0,4.0,1.0,,,,,,,,,15.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grimtotem Bounty Hunter,0.10%,1.1,51.30%,100,https://hearthstone.fandom.com//wiki/Grimtotem_Bounty_Hunter,12.0,4.0,4.0,1.0,,3.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warhorse Trainer,0.06%,1.9,81.30%,100,https://hearthstone.fandom.com//wiki/Warhorse_Trainer,5.0,1.0,4.0,1.0,0.0,3.0,4.0,3.0,,,,,,,,0.0,0.0,,,1.0,,,,,,,1.0,,,,,1652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timewarden,0.07%,1.5,56.10%,99,https://hearthstone.fandom.com//wiki/Timewarden,5.0,4.0,4.0,1.0,,3.0,4.0,3.0,1.0,,,,,,,,,24.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scourge Tamer,0.08%,1.2,58.50%,99,https://hearthstone.fandom.com//wiki/Scourge_Tamer,3.0,4.0,4.0,1.0,,2.0,2.0,2.0,1.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brasswing,0.10%,1.5,55.80%,99,https://hearthstone.fandom.com//wiki/Brasswing,5.0,4.0,4.0,1.0,,8.0,7.0,9.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Blastmaster Boom,0.20%,1,47.10%,99,https://hearthstone.fandom.com//wiki/Blastmaster_Boom,10.0,5.0,4.0,1.0,1.0,7.0,7.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ysera,0.30%,1,56.00%,98,https://hearthstone.fandom.com//wiki/Ysera,12.0,5.0,4.0,1.0,1.0,9.0,12.0,4.0,,,,,,,,0.0,0.0,24.0,3.0,,7.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanctum Chandler,0.07%,1.7,54.00%,98,https://hearthstone.fandom.com//wiki/Sanctum_Chandler,4.0,3.0,4.0,1.0,,5.0,5.0,4.0,,,,,,,,,,18.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imprisoned Antaen,0.09%,1.5,50.20%,98,https://hearthstone.fandom.com//wiki/Imprisoned_Antaen,14.0,3.0,4.0,1.0,,5.0,6.0,10.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnival Barker,0.09%,1.9,68.50%,98,https://hearthstone.fandom.com//wiki/Carnival_Barker,5.0,3.0,4.0,1.0,,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nat, the Darkfisher",0.08%,1,55.50%,97,"https://hearthstone.fandom.com//wiki/Nat,_the_Darkfisher",12.0,5.0,4.0,1.0,1.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webspinner,0.05%,1.7,40.50%,96,https://hearthstone.fandom.com//wiki/Webspinner,3.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,0.0,0.0,20.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surging Tempest,0.06%,1.8,53.20%,96,https://hearthstone.fandom.com//wiki/Surging_Tempest,8.0,1.0,4.0,1.0,,1.0,3.0,1.0,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crowd Surfer,0.06%,1.6,34.80%,96,https://hearthstone.fandom.com//wiki/Crowd_Surfer,12.0,4.0,4.0,1.0,,1.0,1.0,1.0,,,,,,,,,,14.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cookie the Cook,0.10%,1,49.80%,96,https://hearthstone.fandom.com//wiki/Cookie_the_Cook,8.0,5.0,4.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,14.0,,,,,,,,,,1.0,,,,66679.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voodoo Doll,0.10%,1.4,57.50%,95,https://hearthstone.fandom.com//wiki/Voodoo_Doll,12.0,4.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Razorfen Beastmaster,0.06%,1.7,50.30%,95,https://hearthstone.fandom.com//wiki/Razorfen_Beastmaster,14.0,3.0,4.0,1.0,,3.0,3.0,3.0,,,,,,,,,,43.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imprisoned Phoenix,0.07%,1.4,54.10%,95,https://hearthstone.fandom.com//wiki/Imprisoned_Phoenix,12.0,1.0,4.0,1.0,,2.0,3.0,2.0,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,1.0,,,,,,10.0,136.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grim Patron,0.09%,1.9,60.20%,95,https://hearthstone.fandom.com//wiki/Grim_Patron,12.0,3.0,4.0,1.0,0.0,5.0,3.0,3.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen Shadoweaver,0.05%,1.5,51.20%,95,https://hearthstone.fandom.com//wiki/Frozen_Shadoweaver,12.0,1.0,4.0,1.0,,3.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darkmoon Tonk,0.09%,1.8,50.00%,95,https://hearthstone.fandom.com//wiki/Darkmoon_Tonk,3.0,3.0,4.0,1.0,,7.0,5.0,8.0,,,,,,,,,,17.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunkeeper Tarim,0.20%,1,53.70%,94,https://hearthstone.fandom.com//wiki/Sunkeeper_Tarim,5.0,5.0,4.0,1.0,1.0,6.0,7.0,3.0,1.0,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrubadier,0.06%,1.8,51.10%,94,https://hearthstone.fandom.com//wiki/Shrubadier,2.0,1.0,4.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,56371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye of Shadow,0.07%,1.6,53.50%,94,https://hearthstone.fandom.com//wiki/Eye_of_Shadow,14.0,4.0,4.0,1.0,,2.0,3.0,2.0,,,,,,,,,,15.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elitist Snob,0.07%,1.5,49.70%,94,https://hearthstone.fandom.com//wiki/Elitist_Snob,5.0,4.0,4.0,1.0,,5.0,4.0,3.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electra Stormsurge,0.10%,1,54.10%,94,https://hearthstone.fandom.com//wiki/Electra_Stormsurge,8.0,5.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirit of the Dragonhawk,0.09%,1.2,50.70%,93,https://hearthstone.fandom.com//wiki/Spirit_of_the_Dragonhawk,4.0,3.0,4.0,1.0,0.0,2.0,3.0,,,,,,,,,,,11.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinstone Totem,0.07%,1.6,60.50%,93,https://hearthstone.fandom.com//wiki/Sinstone_Totem,12.0,1.0,4.0,1.0,,1.0,3.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glowstone Technician,0.08%,1.4,58.60%,93,https://hearthstone.fandom.com//wiki/Glowstone_Technician,5.0,4.0,4.0,1.0,,5.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanted Raven,0.04%,1.9,48.10%,93,https://hearthstone.fandom.com//wiki/Enchanted_Raven,2.0,1.0,4.0,1.0,0.0,1.0,2.0,2.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dreadsteed,0.04%,1.7,48.60%,93,https://hearthstone.fandom.com//wiki/Dreadsteed,9.0,4.0,4.0,1.0,0.0,4.0,1.0,1.0,,,,,,,,0.0,0.0,15.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venomizer,0.07%,1.9,59.80%,92,https://hearthstone.fandom.com//wiki/Venomizer,3.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,,,,,,,,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onyxia the Broodmother,0.30%,1,50.00%,92,https://hearthstone.fandom.com//wiki/Onyxia_the_Broodmother,12.0,5.0,4.0,1.0,1.0,9.0,8.0,8.0,,,,,,,,,,24.0,,,,,,,,,,,,,,54.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darkfallen Neophyte,0.06%,1.7,50.30%,92,https://hearthstone.fandom.com//wiki/Darkfallen_Neophyte,1.0,1.0,4.0,1.0,,3.0,5.0,2.0,1.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonfire Elemental,0.10%,1.3,47.70%,91,https://hearthstone.fandom.com//wiki/Bonfire_Elemental,4.0,3.0,4.0,1.0,0.0,5.0,5.0,5.0,1.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
